name,Occurrence,order,Main page,Store Link,Accessible,Multiplayer,Social,Creator,HMD,Origin,Store,Price,Number of Reviews,Temp_reviews_no_n/a,Normalized reviews,Web Visitor Count,Normalized visitors,Z-score,Order_formula,Main Focus,Online Count,Rating,summary,Download Count,#Player in the Most Popular Room,Platform Type,Platform availability,Hints for room creation,Room creation,Room creation detailed,Official Creator Documentation Main Page,Official First Step Guide,Unofficial Tutorials,Creator Description,Main Page Web Metric,Monthly Active Users,Events,Scholar Articles
Monkey Mischief,,54,https://www.meta.com/en-gb/experiences/monkey-mischief/5077064592389695/,https://www.meta.com/en-gb/experiences/monkey-mischief/5077064592389695/,Yes,No,,,,quest_query_data_metaverse,Quest,0,2680,,,,,,,,,68,"Monkey Mischief is a multiplayer locomotion based VR game for Meta Quest. You  can mess around with your friends or just be monkeys and climb the architecture! However, you can customize and make your monkey unique using cosmetics in our shop, and even purchase Nanas to be dripped out to the max! There are game-modes to also play with your friends to test your skills against each other! Have fun!",,,,,,,,,,,,,,,
Virtual Virtual Reality 2,First,55,https://www.meta.com/en-gb/experiences/virtual-virtual-reality-2/2731491443600205/,https://www.meta.com/en-gb/experiences/virtual-virtual-reality-2/2731491443600205/,Yes,No,,,,quest_query_data_metaverse,Quest,17.99,317,,,,,,,,,76,"Give that mech a tune-up! Now with refined steering, quest guides, gameplay improvements and new content. Plus! Play matchmaker during the apocalypse and help lonely souls find their merge mate.

In this darkly funny action/adventure game, pilot your mech body through the chaos of a dying metaverse, rescuing abandoned avatars along the way. Each new avatar-roommate brings unique tools to aid your escape back to meatspace!",,,,,,,,,,,,,,,
Gods of Gravity,,56,https://www.meta.com/en-gb/experiences/gods-of-gravity/3919415921458774/,https://www.meta.com/en-gb/experiences/gods-of-gravity/3919415921458774/,Yes,No,,,,quest_query_data_metaverse,Quest,0,2026,,,,,,,,,88,"Gods of Gravity is a social, arcade-style RTS game where you compete in an epic showdown of celestial gods. Scoop up ships and fling them to capture a nearby planet, or open wormholes to teleport them across the solar system. Hold planets and moons to boost your production. Mine asteroids for the powerful resources within. And if you dare, capture the sun for the ultimate buff. Then send a massive fleet to conquer your enemy&#x2019;s home planet. Last god standing wins.",,,,,,,,,,,,,,,
On The Morning You Wake (To the End of The World),First,57,https://www.meta.com/en-gb/experiences/on-the-morning-you-wake-to-the-end-of-the-world/5334662579895130/,https://www.meta.com/en-gb/experiences/on-the-morning-you-wake-to-the-end-of-the-world/5334662579895130/,Yes,No,,,,quest_query_data_metaverse,Quest,0,284,,,,,,,,,82,"On the Morning You Wake (to the End of the World) ist ein Virtual-Reality-Dokumentarfilm &#xfc;ber einen falschen Raketenalarm :
Am 13. Januar 2018 um 08:08 Uhr bekamen 1,4 Millionen Bewohner:innen von Hawai&#039;i folgende Warnung per SMS:
BEDROHUNG DURCH BALLISTISCHE RAKETE RICHTUNG HAWAII. SUCHEN SIE SOFORT SCHUTZ. DIES IST KEINE &#xdc;BUNG.
Panik erfasste die Hawaiische Bev&#xf6;lkerung und deren Freunde und Verwandte auf der ganzen Welt, allen wurde bewusst, wie real die heutige nukleare Bedrohung ist.",,,,,,,,,,,,,,,
Felix & Paul Studios 2024,First,58,https://www.meta.com/en-gb/experiences/felix-paul-studios-2024/25867502682848132/,https://www.meta.com/en-gb/experiences/felix-paul-studios-2024/25867502682848132/,Yes,No,,,,quest_query_data_metaverse,Quest,0,4,,,,,,,,,80,"Explore the vast and varied cinematic virtual reality worlds of EMMY award-winning Felix &amp; Paul Studios.

Go from awe-inspiring romps through Jurassic World, to a first-hand tour of The White House. Join the patrons at historic Ben&#039;s Chili Bowl or step into Patrick Watson&#x2019;s studio for an exclusive and intimate musical performance. 

Start now and see the portal grow with more Felix &amp; Paul Studios&#x2019; award-winning work featuring top franchises, leaders and performers from around the world.",,,,,,,,,,,,,,,
UNDERDOGS,First,59,https://www.meta.com/en-gb/experiences/underdogs/5302178529865980/,https://www.meta.com/en-gb/experiences/underdogs/5302178529865980/,Yes,No,,,,quest_query_data_metaverse,Quest,20.99,1223,,,,,,,,,98,"Schnalle dir 5 Tonnen Metall um und st&#xfc;rze dich in eine finstere Szenerie aus UNDERGROUND MECH FIGHTS! Zerschlage, zerschmettere, und zerrei&#xdf;e deine Feinde - das ist pure Metall-auf-Metall-Gewalt in diesem physikbasierten Mech-Brawler.

Statte dich mit &#xfc;ber 100 verschiedenen Gegenst&#xe4;nden aus, zum Beispiel Kettens&#xe4;gen und Abbruchbirnen, die diese Stra&#xdf;en beherrschen und k&#xe4;mpfe dich unter dem Gebr&#xfc;ll der blutr&#xfc;nstigen Menge in der Nahrungskette nach oben.

Willkommen im Dschungel.",,,,,,,,,,,,,,,
ShapesXR,First,60,https://www.meta.com/en-gb/experiences/shapesxr/3899112273551602/,https://www.meta.com/en-gb/experiences/shapesxr/3899112273551602/,Yes,No,,,,quest_query_data_metaverse,Quest,0,326,,,,,,,,,82,"ShapesXR is a creation and collaboration platform for remote teams.
In ShapesXR you start creating in 3D within minutes without prior experience.

Product teams use Shapes XR to design and prototype immersive apps and create storyboards and user flows in 3D.

ShapesXR especially shines on Meta Quest Pro and supports avatars with eye and mouth tracking, full-color passthrough, and Stylus controllers for commenting and quick sketching.",,,,,,,,,,,,,,,
SHOOTOUT,,61,https://www.meta.com/en-gb/experiences/shootout/5555992527808989/,https://www.meta.com/en-gb/experiences/shootout/5555992527808989/,Yes,No,,,,quest_query_data_metaverse,Quest,0,736,,,,,,,,,82,"SHOOTOUT is a free to play multiplayer shooter where you get to build your own weapons and abilities!

Explore the depth that this game has to offer and strategize in a PvE arena and then jump into 3v3 PvP Game Modes to battle it out with other players. 

Started off a match wanting to be a support but midway realize that you want to change your playstyle? You would have 19 parts to combine freely that make up over 1000 combinations!",,,,,,,,,,,,,,,
Fracked,First,62,https://www.meta.com/en-gb/experiences/fracked/8074885222534394/,https://www.meta.com/en-gb/experiences/fracked/8074885222534394/,Yes,No,,,,quest_query_data_metaverse,Quest,17.99,21,,,,,,,,,92,"THE AWARD-WINNING ACTION BLOCKBUSTER RETURNS...MORE EXPLOSIVE THAN EVER

Before nDreams&#x2019; critically acclaimed Synapse and the frenetic chaos of Frenzies, there was Fracked. The original trailblazing VR action adventure that seamlessly collides relentless &#x201c;run and cover&#x201d; gunfights with free and fluid skiing and climbing. Uncompromising, audacious, and unashamedly stylish, Fracked grabs VR by the Touch Controllers to deliver a truly ass-kicking virtual reality experience!",,,,,,,,,,,,,,,
Innerworld,,77,,https://www.oculus.com/experiences/quest/5406767536033508/,Yes,Yes,,,Quest,QuestDB,Quest,Free,485,,,,,,,"Social, Relaxation & Meditation",,,,,,,,,,,,,,,,,,
Sensorium Galaxy,First,24,https://store.steampowered.com/app/1803610/Sensorium_Galaxy/?snr=1_7_7_151_150_1,https://store.steampowered.com/app/1803610/Sensorium_Galaxy/?snr=1_7_7_151_150_1,,Yes,No,No,,steam_query_data_metaverse,Steam,,18,,,,,,,,,50%,,,,,,,,,,,,,,,,
Penguin Paradise,First,65,https://www.meta.com/en-gb/experiences/penguin-paradise/5817303821616533/,https://www.meta.com/en-gb/experiences/penguin-paradise/5817303821616533/,Yes,No,,,,quest_query_data_metaverse,Quest,0,4531,,,,,,,,,82,"Slide on in with your friends, and play around as a penguin in an arctic environment! Freeze each other with snowballs in Penguin Royale, race down a slippery track on sleds, hunt penguins as a Yeti or BE hunted, or just relax on the half-pipes with your skis. There&#039;s always something to do in paradise!",,,,,,,,,,,,,,,
MAYA: The Birth of a Superhero,First,66,https://www.meta.com/en-gb/experiences/maya-the-birth-of-a-superhero/8508005729209838/,https://www.meta.com/en-gb/experiences/maya-the-birth-of-a-superhero/8508005729209838/,Yes,No,,,,quest_query_data_metaverse,Quest,0,102,,,,,,,,,64,"Winner of the &#x2018;New Voices&#x2019; Special Jury Mention Prize at the 2023 Tribeca Festival, nominated for Festival de Cannes Comp&#xe9;tition Immersive 2024 and SXSW XR Competition 2024. 

An immersive story following Maya, an ordinary 21st Century girl, as she transforms into a uniquely female superhero whose powers derive from menstruation.

Staring Indira Varma (Game of Thrones), Charithra Chandran (Bridgerton) it was created by renowed artist and activist, Poulomi Basu and co-directed with CJ Clarke.",,,,,,,,,,,,,,,
X8,,67,https://www.meta.com/en-gb/experiences/x8/4518172508241377/,https://www.meta.com/en-gb/experiences/x8/4518172508241377/,Yes,No,,,,quest_query_data_metaverse,Quest,0,2827,,,,,,,,,96,"X8 is the FREE TO PLAY next generation Hero Shooter!

Executing its directive to assemble worthy opponents, the rogue mod X8 has collected characters from across different game franchises. Players embody a variety of heroes and engage in 5v5 VR battles to restore a path back to their worlds.",,,,,,,,,,,,,,,
Gravity League,,68,https://www.meta.com/en-gb/experiences/gravity-league/5934280436582748/,https://www.meta.com/en-gb/experiences/gravity-league/5934280436582748/,Yes,No,,,,quest_query_data_metaverse,Quest,0,425,,,,,,,,,86,"Welcome to the future of ball games! 

In a world where gravity is no longer a limitation, the Gravity League has become the ultimate test of skill and endurance for athletes from all corners of the galaxy.

The rules are simple: 2 players, 1 ball, zero gravity - the first player to get 11 goals wins.

So strap on your Gravity Gloves and get ready to take on the competition!",,,,,,,,,,,,,,,
NHL SENSE ARENA,First,69,https://www.meta.com/en-gb/experiences/nhl-sense-arena/3454538864674405/,https://www.meta.com/en-gb/experiences/nhl-sense-arena/3454538864674405/,Yes,No,,,,quest_query_data_metaverse,Quest,0,544,,,,,,,,,80,"Available Plans:
- $29.99 - Base Game, or
- Training product subscription starting at $34/month (paid $399.99 annually)
Experience the thrill of ice hockey with NHL Sense Arena, the only NHL-licensed VR game simulation and training platform. Play as your favorite NHL team, and strive for victory in the NHL Season mode and the 2024 Stanley Cup Playoffs! Advance your skills with our training subscription, featuring over 100+ USA Hockey approved drills and plans, with extra arenas to explore.",,,,,,,,,,,,,,,
Campfire,First,70,https://www.meta.com/en-gb/experiences/campfire/6927340777330402/,https://www.meta.com/en-gb/experiences/campfire/6927340777330402/,Yes,No,,,,quest_query_data_metaverse,Quest,0,34,,,,,,,,,76,"Campfire is the best way to communicate 3D information across the physical product lifecycle. Whether you&#039;re streamlining design reviews, sales presentations, or technical training, Campfire makes it easier than ever.

A NEW APPROACH Campfire is designed for the way people communicate most naturally &#x2013; around things. Instead of sharing screenfuls of CAD, images, and text, you share interactive 3D content with your team around it, even if they&#039;re around the globe.",,,,,,,,,,,,,,,
MiRacle Pool,,71,https://www.meta.com/en-gb/experiences/miracle-pool/7067612163334384/,https://www.meta.com/en-gb/experiences/miracle-pool/7067612163334384/,Yes,No,,,,quest_query_data_metaverse,Quest,14.99,925,,,,,,,,,96,"&#x1f3b1; The Premier Pool Simulator with the most realistic ball physics and easy cue stick handling, all made for mixed reality! Game Modes include: Single Player, Multiplayer, Private Matches, Mini Games, Daily Challenges and Practice Mode. Earn XP, rank up and unlock new table designs, balls, cues and more! Play in any size room you have!",,,,,,,,,,,,,,,
Tank Arena: Ultimate League,,72,https://www.meta.com/en-gb/experiences/tank-arena-ultimate-league/23911676798446391/,https://www.meta.com/en-gb/experiences/tank-arena-ultimate-league/23911676798446391/,Yes,No,,,,quest_query_data_metaverse,Quest,5.99,54,,,,,,,,,82,"- Tank Arena: Ultimate League bringt aufregende Updates!
- Deathmatch-Revolution: Von Pulse Tower zu einem Deathmatch.
- Neues Lounge-Erlebnis: Steige im Ranking auf und spiele Mini-Games.
- Training Ground: Teste 8 Panzer und ihre F&#xe4;higkeiten.
- Epische Features: Bildet 4er-Teams f&#xfc;r futuristische K&#xe4;mpfe.
- Soziale Interaktion: Triff neue Freunde im Lounge und f&#xfc;ge sie hinzu.",,,,,,,,,,,,,,,
VR Triber,First,116,,https://store.steampowered.com/app/680170/VR_Triber/,Yes,Yes,,,Yes,Google search,Steam,Free,24,,,,,,,,,,,,,,,,,,,,,,,,,
ForeVR Cornhole,First,74,https://www.meta.com/en-gb/experiences/forevr-cornhole/5011588462297991/,https://www.meta.com/en-gb/experiences/forevr-cornhole/5011588462297991/,Yes,No,,,,quest_query_data_metaverse,Quest,0,512,,,,,,,,,82,"ForeVR den ganzen Sommer!

Erlebe die f&#xfc;r alle W&#xfc;rfe und Strategien ma&#xdf;geschneiderte Bag-Physik mit so viel Realismus wie m&#xf6;glich.

&#x1f33d; &#xdc;ber 50 einzigartige Bags und Boards
&#x1f33d; 5 Hallen
&#x1f33d; Herausforderbare Profi-NSC in jeder Halle
&#x1f33d; YouTube-Jukebox
&#x1f33d; Private und &#xf6;ffentliche Mehrspielerpartien
&#x1f33d; Teamspiele f&#xfc;r 1v1 oder 2v2

Bags, Sack Toss, Dummy Boards, Beanbag Toss &#x2026; Wie man es auch nennt, es ist das beste Rasenspiel der Welt. ForeVR Cornhole ist das beste (und erste!) Cornhole-Spiel in VR!",,,,,,,,,,,,,,,
First Touch for Meta Quest Touch Pro controllers,,75,https://www.meta.com/en-gb/experiences/first-touch-for-meta-quest-touch-pro-controllers/5808929989145615/,https://www.meta.com/en-gb/experiences/first-touch-for-meta-quest-touch-pro-controllers/5808929989145615/,Yes,No,,,,quest_query_data_metaverse,Quest,0,85,,,,,,,,,82,"Grab your Meta Quest Touch Pro controllers and learn how they can improve your experience with this short tutorial. Enter your studio and enjoy the simple pleasure of painting in a nice, relaxing environment.",,,,,,,,,,,,,,,
Tiger Blade,First,76,https://www.meta.com/en-gb/experiences/tiger-blade/4741795092599205/,https://www.meta.com/en-gb/experiences/tiger-blade/4741795092599205/,Yes,No,,,,quest_query_data_metaverse,Quest,18.99,51,,,,,,,,,90,"CHALLENGES UPDATE #3 ist live und f&#xfc;hrt zwei neue Levels in den Herausforderungsmodus des Spiels ein: Survival 2 und Twin&#039;s Lair.

---

Schl&#xfc;pfe in einem alternativen Korea in die Rolle eines t&#xf6;dlichen Attent&#xe4;ters, der ein seltenes Tigerbaby stiehlt. Nehme an adrenalingeladenen Schwert- und Pistolenk&#xe4;mpfen teil, erkunde detaillierte Umgebungen und brenne deinen Namen in die Online-Ranglisten ein. Werde der ultimative koreanische Actionheld!",,,,,,,,,,,,,,,
Nanome,,77,https://nanome.ai/,,,,,,,Google search,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hoame,First,78,https://www.meta.com/en-gb/experiences/hoame/6148239151883485/,https://www.meta.com/en-gb/experiences/hoame/6148239151883485/,Yes,No,,,,quest_query_data_metaverse,Quest,0,249,,,,,,,,,68,"Meditate, move, and breathe with us to live a happier life! Start your 7-day FREE trial today and unlock your full potential.  

NEW UPDATE: MIXED REALITY
Customize your meditation studio and enjoy your favourite classes.
 
FACE-TO-FACE GUIDANCE
Enjoy 350+ guided meditations with expert instructors.

MINDFULNESS IN MOTION
Move with intention in our mind-body workout, Rise!
 
BREATHE EASY
Breathe life into your practice with breathwork classes.

Start your journey today. See you on the cushion!",,,,,,,,,,,,,,,
Aim XR,,79,https://www.meta.com/en-gb/experiences/aim-xr/4245506092131005/,https://www.meta.com/en-gb/experiences/aim-xr/4245506092131005/,Yes,No,,,,quest_query_data_metaverse,Quest,0,1259,,,,,,,,,86,"Fast-paced multiplayer, run-and-gun shooter. 6v6 players",,,,,,,,,,,,,,,
Witchblood,First,80,https://www.meta.com/en-gb/experiences/witchblood/7221491444554579/,https://www.meta.com/en-gb/experiences/witchblood/7221491444554579/,Yes,No,,,,quest_query_data_metaverse,Quest,11.99,272,,,,,,,,,88,"Erkunde in diesem atemberaubenden Mixed-Reality-Abenteuer, das von Metroid&#xae; und Castlevania&#xae; inspiriert ist, ein komplexes Diorama voller verborgener Sch&#xe4;tze, herausfordernder R&#xe4;tsel, furchterregender Gegner und m&#xe4;chtiger Magie.

Mit &#xfc;ber 6 Stunden Erkundung und Kampf, Hunderten von R&#xe4;umen, 40 Upgrades und 4 Schwierigkeitsstufen, die es zu meistern gilt, &#xfc;bertr&#xe4;gt Witchblood klassisches Gaming in die virtuelle Realit&#xe4;t.",,,,,,,,,,,,,,,
Little Cities,First,81,https://www.meta.com/en-gb/experiences/little-cities/4988470131168299/,https://www.meta.com/en-gb/experiences/little-cities/4988470131168299/,Yes,No,,,,quest_query_data_metaverse,Quest,19.99,675,,,,,,,,,90,"Setze dein Headset auf und tauche in die charmante Welt des gem&#xfc;tlichen VR-St&#xe4;dtebauspiels Little Cities ein.
Kreiere deine Stadt und lasse sie vor deinen Augen zum Leben erwachen. Beobachte die Bewohner auf deiner Insel, die vom verschlafenen Dorf zur lebhaften Metropole heranw&#xe4;chst. Plane und erschaffe eine Stadt, in der man liebend gerne wohnt. Einfach zu lernen, aber so viel zu entdecken, verwirkliche mit Little Cities deine gr&#xf6;&#xdf;ten Ideen!",,,,,,,,,,,,,,,
Painting VR,First,82,https://www.meta.com/en-gb/experiences/painting-vr/3106117596158066/,https://www.meta.com/en-gb/experiences/painting-vr/3106117596158066/,Yes,No,,,,quest_query_data_metaverse,Quest,19.99,616,,,,,,,,,86,"Take a break from the stress of daily life with this must-have virtual painter&#x2019;s studio. Even if you think you&#x2019;re not a creative person, Painting VR might prove you wrong. 

Be amazed by what you can create in this hands-on experience with unlimited supplies of paint, canvases, and all the tools you need.",,,,,,,,,,,,,,,
Yupitergrad 2: The Lost Station,First,83,https://www.meta.com/en-gb/experiences/yupitergrad-2-the-lost-station/4446075785447064/,https://www.meta.com/en-gb/experiences/yupitergrad-2-the-lost-station/4446075785447064/,Yes,No,,,,quest_query_data_metaverse,Quest,17.99,66,,,,,,,,,84,"Epic action-adventure is back. Yupitergrad 2: The Lost Station raises the stakes. Check out the refined movement and combat system, evade obstacles, and see what surprises the new space journey will bring.  
Taste new challenges, use new items, and discover the secret of the abandoned base.
It&#039;s a mix of arcade, parkour, and puzzles, metroidvania style. It&#039;s an experience that has never been deeply explored in VR before.",,,,,,,,,,,,,,,
Retreat,,84,https://www.meta.com/en-gb/experiences/retreat/6514531415240007/,https://www.meta.com/en-gb/experiences/retreat/6514531415240007/,Yes,No,,,,quest_query_data_metaverse,Quest,0,55,,,,,,,,,62,"Ready to level up your skills, have fun, and meet new people? You don&#039;t want to miss this amazing opportunity! Think of it like an adult summer camp - with courses from top experts in Art &amp; Creativity, Career &amp; Entrepreneurship, Financial Well-Being to Holistic Wellness. Get exclusive access and ask questions directly from world renowned instructors who are sharing decades worth of their expertise through immersive experiences. Upgrade your real world Avatar, that is you!",,,,,,,,,,,,,,,
Figmin XR | Mixed Reality,,85,https://www.meta.com/en-gb/experiences/figmin-xr-mixed-reality/6849182851823457/,https://www.meta.com/en-gb/experiences/figmin-xr-mixed-reality/6849182851823457/,Yes,Yes,,,,quest_query_data_metaverse,Quest,19.99,143,,,,,,,,,88,"Create, Collect &amp; Play in Mixed Reality!

Figmin XR is a fun spatial computing application that lets you create your own mixed reality scenes. Multiplayer supported.",,,,,,,,,,,,,,,
Zero Caliber 2,First,86,https://www.meta.com/en-gb/experiences/zero-caliber-2/6072194326150034/,https://www.meta.com/en-gb/experiences/zero-caliber-2/6072194326150034/,Yes,No,,,,quest_query_data_metaverse,Quest,27.99,492,,,,,,,,,88,"8+ hour single player/Co-op campaign, cinematic action, explosions, 59+ weapons and skins to unlock, PvP, mods, airstrikes, all in one single package - this is Zero Caliber 2, the sequel to our critically acclaimed Zero Caliber: Reloaded military shooter. See you on the virtual battlefields! o7",,,,,,,,,,,,,,,
PatchWorld - Multiplayer Music Maker,First,87,https://www.meta.com/en-gb/experiences/patchworld-multiplayer-music-maker/3715150718552632/,https://www.meta.com/en-gb/experiences/patchworld-multiplayer-music-maker/3715150718552632/,Yes,Yes,,,,quest_query_data_metaverse,Quest,29.99,225,,,,,,,,,94,"Discover the ultimate VR playground in PatchWorld! Create and explore boundless worlds, build your dream music studio, and connect with friends globally. Now bring your Ready Player Me avatars. Unique to Meta Quest 3 and Meta Quest Pro: Capture your mixed reality adventures and musical creations and share on social media.",,,,,,,,,,,,,,,
MLK: Now is the Time,First,88,https://www.meta.com/en-gb/experiences/mlk-now-is-the-time/4790561384366997/,https://www.meta.com/en-gb/experiences/mlk-now-is-the-time/4790561384366997/,Yes,No,,,,quest_query_data_metaverse,Quest,0,96,,,,,,,,,80,"Dr. Martin Luther King&#039;s iconic &quot;I Have a Dream&quot; speech contains messages that still resonate today, sixty years later.  
 
&#x201c;MLK: Now is the Time&#x201d; is an immersive journey that explores key themes of Dr. King&#039;s speech and highlights systemic inequities that persist in our society. Through first-person stories and interactions, &#x201c;MLK: Now is the Time&#x201d; drops you into a thoroughly modern interpretation of a contemporary March on Washington that will inform and inspire a new generation of activists.",,,,,,,,,,,,,,,
Ultimechs,First,89,https://www.meta.com/en-gb/experiences/ultimechs/5118731164870081/,https://www.meta.com/en-gb/experiences/ultimechs/5118731164870081/,Yes,No,,,,quest_query_data_metaverse,Quest,0,698,,,,,,,,,84,"Die Torzonen leuchten auf. Die Menge br&#xfc;llt. Ein perfekt entwickelter, von dir gesteuerter Mech betritt die Arena. Ultimechs ist ein kostenloses VR-Spiel, in dem Spieler in der Sportart der Zukunft Hochleistungsmechs aus der Ferne steuern k&#xf6;nnen, w&#xe4;hrend sie rasen, schlagen und punkten, um den Sieg zu erringen. 

Ultimechs &#x2013; ein Spiel mit gro&#xdf;en Robotern und noch gr&#xf6;&#xdf;eren Toren von den Sportskanonen bei Resolution Games.",,,,,,,,,,,,,,,
Deisim,First,90,https://www.meta.com/en-gb/experiences/deisim/3526702020710931/,https://www.meta.com/en-gb/experiences/deisim/3526702020710931/,Yes,No,,,,quest_query_data_metaverse,Quest,14.99,1548,,,,,,,,,92,"Lebe die Erfahrung, ein allm&#xe4;chtiger Gott zu sein. Erschaffe deine eigene Welt und f&#xfc;hre die Menschheit von der Steinzeit bis zur Neuzeit und dar&#xfc;ber hinaus.",,,,,,,,,,,,,,,
Warplanes: Air Corp,First,91,https://www.meta.com/en-gb/experiences/warplanes-air-corp/5014131998634540/,https://www.meta.com/en-gb/experiences/warplanes-air-corp/5014131998634540/,Yes,No,,,,quest_query_data_metaverse,Quest,19.99,396,,,,,,,,,84,"Rule the skies of modern battlefield. Pilot fighter jets, helicopters and a variety of military aircraft.

&#x25cf; The third installment of the hit Warplanes series that takes us to the modern battlefield.
&#x25cf; Acquire machines inspired by the best military aircraft and helicopters from around the world.
&#x25cf; Play solo or fight online in co-op or classic PvP multiplayer.
&#x25cf; Surpass your enemies thanks to friendly flight model, intuitive controls and advanced targeting systems.",,,,,,,,,,,,,,,
Noda,First,92,https://www.meta.com/en-gb/experiences/noda/3916601848368970/,https://www.meta.com/en-gb/experiences/noda/3916601848368970/,Yes,No,,,,quest_query_data_metaverse,Quest,0,183,,,,,,,,,70,"Noda: Unleash your creativity and productivity with AI-powered immersive ideation. Build and share 3D mental models, from mind maps to logic flow diagrams. Import data, web content, and export your vision in a spatial understanding. Explore your mind in a whole new dimension.",,,,,,,,,,,,,,,
Kartoffl,First,93,https://www.meta.com/en-gb/experiences/kartoffl/4725588970834544/,https://www.meta.com/en-gb/experiences/kartoffl/4725588970834544/,Yes,No,,,,quest_query_data_metaverse,Quest,9.99,51,,,,,,,,,96,"Kartoffl ist ein l&#xe4;cherlich s&#xfc;&#xdf;es, aber herausforderndes VR-Puzzlespiel mit Lemmings-&#xe4;hnlichen vibes.",,,,,,,,,,,,,,,
Asgard's Wrath 2,First,94,https://www.meta.com/en-gb/experiences/asgards-wrath-2/2603836099654226/,https://www.meta.com/en-gb/experiences/asgards-wrath-2/2603836099654226/,Yes,No,,,,quest_query_data_metaverse,Quest,59.99,4717,,,,,,,,,84,"Lokis Chaos breitet sich aus. Verfolge ihn in diesem epischen VR-ARPG mit sterblichen Helden und ihren einzigartigen Waffen und Spielstilen durch uralte &#xe4;gyptische Reiche der G&#xf6;tter. Erkunde diese riesige, frei begehbare, lebende Weld und bek&#xe4;mpfe t&#xf6;dliche mythische Kreaturen, gehe auf Quests, fertige, l&#xf6;se R&#xe4;tsel und mache Tiere zu Kampfgef&#xe4;hrten. Das Schicksal der Realit&#xe4;t liegt in dieser mit Spannung erwarteten Fortsetzung eines der bestbewerteten VR-Spiele aller Zeiten in deinen H&#xe4;nden.",,,,,,,,,,,,,,,
Alcove,,78,,https://www.oculus.com/experiences/quest/3895528293794893/,Yes,Yes,,,Quest,QuestDB,Quest,Free,485,,,,,,,"Social, Relaxation & Meditation",,,,,,,,,,,,,,,,,,
VRROOM,First,19,https://vrroom.world/,https://store.steampowered.com/app/2166320/VRROOM/?snr=1_7_7_151_150_1,Yes,Yes,Yes,Yes,,steam_query_data_metaverse,Steam,,17,17,-0.2693612101,2758,-0.1945224069,-0.4638836169,,,,41%,,,,,,,,,,,,,,,,
LabTrainingVR: Personal Protective Equipment Edition,First,97,,https://store.steampowered.com/app/1698290/LabTrainingVR_Personal_Protective_Equipment_Edition/?snr=1_7_7_151_150_2,,No,,,,steam_query_data_vr_multiplayer,Steam,,15,,,,,,,,,100%,,,,,,,,,,,,,,,,
NOYS VR,First,79,https://www.noysvr.com/,,No,,,,,Google search,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gurugedara,First,50,,https://store.steampowered.com/app/701010/Gurugedara/?snr=1_7_7_151_150_1,,Yes,,,,steam_query_data_vr_multiplayer,Steam,,12,,,,,,,,,83%,,,,,,,,,,,,,,,,
AltspaceVR,First,5,-,https://www.meta.com/en-gb/experiences/altspacevr/2133027990157329/,No,,,,Yes,Google search,Meta,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozilla Hubs,First,6,-,#N/A,No,Yes,,,Yes,Google search,#N/A,#N/A,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,
Wooorld,,82,,https://www.oculus.com/experiences/quest/4360608937312293/,Yes,Yes,,,Quest,QuestDB,Quest,Free,445,,,,,,,"Social, Travel & Exploration",,,,,,,,,,,,,,,,,,
Aardvark,First,66,,https://store.steampowered.com/app/1466430/Aardvark/?snr=1_7_7_151_150_2,,No,,,,steam_query_data_vr_multiplayer,Steam,,11,,,,,,,,,81%,,,,,,,,,,,,,,,,
Meta Horizon Worlds,,84,https://www.meta.com/en-gb/experiences/meta-horizon-worlds/2532035600194083/,https://www.meta.com/en-gb/experiences/meta-horizon-worlds/2532035600194083/,Yes,Yes,,,,quest_query_data_social,Quest,,9082,,,,,,,,,72,"Willkommen bei Meta Horizon Worlds! Ganz gleich, ob du eine Community, Games, Events oder von allem etwas suchst &#x2013; diese App ist der ideale Ort daf&#xfc;r. Mit immer wieder neuen Welten und Quests gibt es stets etwas zu entdecken.",,,,,,,,,,,,,,,
ZuseRunners,,85,,https://www.oculus.com/experiences/quest/6289885221105652/,Yes,Yes,,,Quest,QuestDB,Quest,Free,380,,,,,,,"Social, Battle Royale",,,,,,,,fun Multiplayer Game To Make New Friends And Explore a bunch of new places,,,,,,,,,,
immerse,First,11,https://immerse.io/,#N/A,Yes,No,,,#N/A,Google search,#N/A,#N/A,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,
The Vortex,First,23,,https://store.steampowered.com/app/1852490/The_Vortex/?snr=1_7_7_151_150_1,,Yes,Yes,Yes,,steam_query_data_metaverse,Steam,,11,,,,,,,,,90%,,,,,,,,,,,,,,,,
Noda,,86,,https://store.steampowered.com/app/578060/Noda/?snr=1_7_7_151_150_2,,,,,,steam_query_data_vr_multiplayer,Steam,,38,,,,,,,,,86%,,,,,,,,,,,,,,,,
Aardvark,,17,-,https://store.steampowered.com/app/1466430/Aardvark/,Yes,Yes,,,Yes,Google search,Steam,Free,11,,,,,,,Social,,,,,,,,,,,,,,,,,,
Augmented Empire,First,15,#N/A,#N/A,Yes,No,,,No,Google search,#N/A,#N/A,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,
Puzzle Pirates,First,16,#N/A,#N/A,Yes,No,,,No,Google search,#N/A,#N/A,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,
